"Q1"	"Q2"	"Q3"	"Q4"	"Q5"	"Q6"	"Q7"	"Q8"	"Q9"	"Q10"	"Gender"
"534"	4	4	4	4	4	4	4	4	4	4	1
"535"	1	1	1	1	2	3	1	2	1	2	1
"536"	2	1	1	1	2	4	2	2	2	3	1
"537"	2	4	4	2	4	4	4	4	4	4	1
"538"	1	1	1	2	2	4	2	1	1	1	1
"539"	4	3	2	1	3	4	2	2	3	4	1
"540"	4	4	3	2	4	4	4	4	4	4	1
"541"	2	1	2	1	3	3	1	2	1	3	1
"542"	1	2	2	1	1	1	1	2	3	1	1
"543"	4	4	4	2	1	4	2	2	4	4	1
"544"	3	2	1	1	2	3	2	2	3	2	1
"545"	3	3	4	3	3	3	4	3	3	3	1
"546"	4	2	3	2	2	4	2	3	3	4	1
"547"	2	1	1	1	1	2	2	1	1	2	1
"548"	2	2	1	1	2	2	3	3	4	1	1
"549"	4	4	4	4	2	3	4	4	4	4	1
"550"	3	2	2	3	4	1	3	3	4	4	1
"551"	2	1	1	2	1	2	1	1	1	2	1
"552"	3	3	3	2	3	4	4	3	4	4	1
"553"	1	4	2	1	4	3	3	3	3	1	1
"554"	1	4	3	3	4	4	4	4	1	1	1
"555"	4	1	4	2	4	4	3	2	1	2	1
"556"	2	1	2	1	2	4	3	3	1	2	1
"557"	2	2	3	1	3	3	4	4	4	3	1
"558"	1	1	1	1	1	2	1	1	1	1	1
"559"	4	2	1	2	1	2	2	2	4	2	1
"560"	2	4	4	4	1	2	2	1	2	4	1
"561"	1	1	1	1	1	1	1	1	1	1	1
"562"	1	2	1	1	1	2	2	2	1	1	1
"563"	3	1	3	2	1	2	1	1	1	4	1
"564"	3	3	4	3	4	3	3	2	3	3	1
"565"	4	4	4	1	3	4	4	3	4	1	1
"566"	3	2	4	2	3	3	3	3	3	4	1
"567"	4	4	4	4	4	2	3	4	4	4	1
"568"	2	1	2	1	3	4	2	2	3	2	1
"569"	1	1	1	1	1	4	1	1	1	4	1
"570"	1	1	1	1	2	3	1	1	1	1	1
"571"	1	1	1	1	1	2	1	1	1	2	1
"572"	1	1	1	1	1	4	1	1	1	1	1
"573"	1	2	1	1	1	4	1	1	4	4	1
"574"	4	2	2	4	4	4	3	3	2	4	1
"575"	2	1	2	2	1	4	1	1	1	2	1
"576"	1	1	3	2	1	3	1	1	2	1	1
"577"	1	2	1	2	1	4	2	1	3	2	1
"578"	1	2	1	2	2	4	1	3	2	2	1
"579"	3	1	1	1	3	4	2	2	2	2	1
"580"	4	3	3	2	1	4	1	2	2	4	1
"581"	1	3	4	4	2	2	4	1	1	1	1
"582"	4	3	4	4	3	4	4	4	4	3	1
"583"	4	4	4	4	4	4	4	4	4	4	1
"584"	1	1	3	4	4	4	2	2	1	1	1
"585"	1	1	1	1	3	3	3	3	4	1	1
"586"	1	1	1	2	1	3	1	1	1	1	1
"587"	2	3	3	1	1	2	2	3	3	2	1
"588"	4	2	2	1	2	4	3	3	4	4	1
"589"	4	4	4	1	4	4	1	2	4	4	1
"590"	4	2	1	1	2	4	4	4	4	2	1
"591"	3	1	1	2	3	4	3	4	4	4	1
"592"	2	3	4	4	4	3	2	2	1	3	1
"593"	2	1	1	1	1	4	1	1	2	1	1
"594"	2	2	3	3	1	3	4	3	4	3	1
"595"	4	3	2	2	1	4	1	2	4	2	1
"596"	2	1	1	1	1	3	4	4	2	1	1
"597"	1	2	2	1	1	3	1	2	3	1	1
"598"	1	1	1	1	1	4	1	1	1	1	1
"599"	1	2	1	2	1	1	1	1	2	1	1
"600"	1	2	2	1	4	4	1	3	1	1	1
"601"	1	1	2	2	1	2	1	1	2	1	1
"602"	3	4	3	2	4	4	2	3	3	4	1
"603"	1	1	1	1	1	1	1	1	1	2	1
"604"	1	2	1	2	1	2	2	1	1	1	1
"605"	4	2	1	1	1	3	1	1	3	4	1
"606"	2	4	3	3	1	2	2	3	4	2	1
"607"	2	2	2	1	1	2	1	1	1	3	1
"608"	1	1	1	1	1	3	1	1	1	2	1
"609"	1	1	1	1	2	3	2	1	3	4	1
"610"	3	2	1	1	2	2	2	3	3	3	1
"611"	1	1	1	1	3	3	1	1	1	4	1
"612"	3	2	2	1	2	3	2	2	1	3	1
"613"	2	3	4	3	3	3	3	3	4	4	1
"614"	2	2	4	1	3	3	2	2	2	3	1
"615"	4	4	4	4	2	3	2	3	2	3	1
"616"	1	1	1	1	4	4	2	2	1	1	1
"617"	2	2	2	2	2	2	2	2	3	2	1
"618"	1	1	2	1	2	2	1	2	2	1	1
"619"	4	3	1	2	1	2	2	2	1	1	1
"620"	2	3	2	4	1	1	3	3	3	1	1
"621"	3	2	1	3	1	2	3	2	2	2	1
"622"	4	4	4	1	1	4	3	4	2	1	1
"623"	1	1	1	1	2	2	1	2	3	1	1
"624"	1	2	2	1	3	3	2	2	4	3	1
"625"	3	1	1	1	1	2	1	1	1	3	1
"626"	3	2	2	4	2	2	3	3	2	2	1
"627"	1	1	1	1	1	3	1	1	2	2	1
"628"	2	3	3	3	4	4	4	4	4	2	1
"629"	2	2	1	1	1	3	1	1	2	1	1
"630"	2	2	1	1	2	2	2	2	2	1	1
"631"	1	1	1	1	1	3	1	1	1	3	1
"632"	1	1	1	1	1	1	1	1	1	3	1
"633"	2	2	3	3	4	3	2	4	3	3	1
"634"	4	1	3	1	1	2	1	3	4	4	1
"635"	1	2	2	2	1	2	2	2	4	1	1
"636"	2	2	1	1	1	2	1	3	3	2	1
"637"	1	1	2	1	1	2	1	2	3	4	1
"638"	3	4	4	2	2	4	3	4	3	2	1
"639"	2	1	1	1	1	3	2	1	1	1	1
"640"	4	2	3	4	2	4	3	4	4	4	1
"641"	4	4	4	4	3	4	4	4	4	4	1
"642"	4	3	2	3	3	3	3	3	3	4	1
"643"	4	3	3	2	4	3	3	3	3	4	1
"644"	4	4	1	4	4	4	4	4	1	1	1
"645"	4	3	2	2	1	3	2	3	4	1	1
"646"	1	2	2	1	1	1	1	1	1	1	1
"647"	2	2	2	2	4	4	4	4	4	3	1
"648"	3	2	2	3	2	3	3	3	3	2	1
"649"	4	4	1	1	3	3	3	2	2	1	1
"650"	3	2	1	2	2	2	1	1	2	1	1
"651"	1	1	1	2	1	4	1	1	1	1	1
"652"	2	2	2	2	2	4	2	1	2	2	1
"653"	2	1	1	2	1	3	1	1	2	2	1
"654"	4	3	2	1	2	4	2	4	3	4	1
"655"	3	1	1	1	1	3	2	1	1	1	1
"656"	2	2	2	2	1	2	1	2	2	2	1
"657"	3	2	1	1	1	3	1	1	2	3	1
"658"	4	4	4	4	4	4	4	4	4	3	1
"659"	1	1	1	1	1	3	2	2	1	2	1
"660"	1	2	2	3	1	3	2	1	2	2	1
"661"	1	1	1	1	1	2	2	1	1	2	1
"662"	4	3	3	3	4	4	3	2	3	4	1
"663"	1	3	2	1	1	3	1	2	3	2	1
"664"	2	1	1	1	3	3	1	1	1	2	1
"665"	4	4	4	4	4	4	4	4	4	4	1
"666"	2	4	4	4	2	4	3	3	2	1	1
"667"	4	4	4	3	2	4	3	4	4	1	1
"668"	3	2	2	2	2	4	3	2	3	3	1
"669"	3	1	2	1	2	2	3	3	2	2	1
"670"	2	1	1	2	1	4	2	1	1	2	1
"671"	2	3	1	1	1	3	2	1	3	2	1
"672"	2	1	1	2	2	4	4	3	3	4	1
"673"	2	1	3	2	2	3	1	2	1	3	1
"674"	4	4	4	3	4	4	4	4	4	4	1
"675"	2	1	1	1	2	4	1	1	4	1	1
"676"	2	2	2	2	2	4	3	2	3	3	1
"677"	2	1	1	2	2	3	3	1	1	2	1
"678"	4	4	4	4	4	4	4	4	4	4	1
"679"	3	2	3	2	4	4	3	4	4	4	1
"680"	2	2	2	3	3	3	3	2	2	2	1
"681"	3	3	4	3	3	4	2	3	2	4	1
"682"	1	1	1	1	1	1	1	1	1	1	1
"683"	3	4	4	3	4	4	4	3	3	2	1
"684"	3	4	2	2	3	4	4	4	4	4	1
"685"	3	3	4	3	2	4	2	2	2	1	1
"686"	4	4	4	4	4	4	4	4	2	4	1
"687"	3	3	1	1	4	4	4	4	4	4	1
"688"	2	3	3	2	3	3	2	2	3	4	1
"689"	2	2	2	1	1	2	1	1	2	2	1
"690"	4	4	3	2	4	4	2	3	4	4	1
"691"	1	1	1	1	1	3	1	1	2	3	1
"692"	1	1	1	1	1	4	2	2	3	2	1
"693"	3	3	2	3	2	3	4	3	2	3	1
"694"	3	2	1	2	1	2	1	1	1	1	1
"695"	1	3	4	4	3	4	3	3	1	4	1
"696"	3	3	3	3	3	3	3	3	3	4	1
"697"	1	1	2	2	1	3	1	1	2	2	1
"698"	2	1	2	2	1	2	1	1	1	1	1
"699"	1	1	1	1	2	4	4	4	4	1	1
"700"	1	1	1	1	1	3	1	1	1	1	1
"701"	2	1	2	1	3	2	1	1	1	3	1
"702"	2	1	1	1	1	3	1	1	1	3	1
"703"	3	2	1	1	3	2	1	1	1	4	1
"704"	2	2	2	1	2	4	3	2	1	3	1
"705"	4	4	4	1	4	4	3	4	4	2	1
"706"	2	4	4	4	2	4	2	4	4	4	1
"707"	2	2	1	2	1	2	2	1	2	3	1
"708"	1	1	1	1	1	1	1	1	1	1	1
"709"	4	4	4	1	2	4	2	2	4	2	1
"710"	1	1	1	1	2	3	1	1	2	3	1
"711"	1	1	2	1	2	3	1	1	1	3	1
"712"	4	4	4	4	2	4	3	4	4	1	1
"713"	4	4	4	4	1	2	3	4	2	1	1
"714"	3	3	3	3	3	3	3	2	3	3	1
"715"	1	1	4	4	2	4	2	2	2	4	1
"716"	2	2	2	2	3	3	3	3	3	1	1
"717"	2	2	3	1	1	2	2	2	2	3	1
"718"	2	4	4	3	4	4	4	4	4	1	1
"719"	1	1	1	1	1	2	1	1	3	2	1
"720"	1	1	1	2	2	4	1	1	2	4	1
"721"	1	1	1	1	3	4	2	2	3	1	1
"722"	1	1	2	2	1	3	3	2	3	1	1
"723"	1	1	1	1	1	3	1	2	3	2	1
"724"	2	1	2	2	4	4	3	3	1	3	1
"725"	1	2	2	1	2	2	1	1	2	3	1
"726"	2	2	2	1	2	2	3	3	2	3	1
"727"	1	1	1	4	4	4	1	4	4	4	1
"728"	4	4	2	2	4	4	4	3	4	4	1
"729"	2	1	3	2	2	4	2	2	1	3	1
"730"	2	3	3	2	2	2	1	3	4	1	1
"731"	2	2	2	1	1	3	2	2	1	1	1
"732"	2	2	1	1	2	4	3	3	1	4	1
"733"	2	1	1	1	2	3	1	2	2	1	1
"734"	2	2	2	1	2	3	2	2	3	3	1
"735"	3	2	3	1	4	4	3	4	4	4	1
"736"	1	2	1	2	1	2	1	1	2	1	1
"737"	4	4	2	1	2	4	3	3	2	4	1
"738"	4	4	4	4	3	4	4	4	2	4	1
"739"	4	4	4	1	3	3	3	3	3	3	1
"740"	2	2	2	1	2	3	2	2	3	3	1
"741"	2	3	2	2	1	2	1	1	3	3	1
"742"	4	2	2	1	2	4	2	1	3	3	1
"743"	1	1	1	1	2	3	1	1	1	4	1
"744"	2	3	3	3	2	3	2	3	3	3	1
"745"	2	1	1	1	2	4	1	1	1	1	1
"746"	1	2	1	3	2	2	2	2	4	4	1
"747"	1	1	2	1	2	4	2	2	1	2	1
"748"	1	1	1	1	1	2	1	1	1	1	1
"749"	2	1	1	1	2	4	4	4	3	4	1
"750"	1	1	1	1	1	3	1	1	1	1	1
"751"	2	1	1	1	1	2	1	1	2	4	1
"752"	3	1	1	1	2	4	1	2	3	1	1
"753"	4	4	4	2	4	4	4	4	4	4	1
"754"	1	1	1	1	1	2	1	1	2	1	1
"755"	4	2	2	2	2	4	3	1	4	4	1
"756"	4	2	3	4	3	4	3	2	1	3	1
"757"	2	1	1	1	2	2	2	1	1	1	1
"758"	2	2	1	1	3	1	2	2	2	4	1
"759"	2	2	3	3	2	4	2	4	3	2	1
"760"	3	4	4	3	2	3	1	1	1	4	1
"761"	1	1	1	1	1	2	1	1	1	4	1
"762"	1	1	1	1	4	4	1	1	1	4	1
"763"	1	1	1	1	1	2	1	1	1	1	1
"764"	2	1	4	4	4	4	4	4	4	4	1
"765"	2	1	2	1	1	3	1	1	2	4	1
"766"	2	2	2	1	1	4	2	2	2	1	1
"767"	1	2	1	1	1	1	2	2	1	1	1
"768"	4	1	1	1	1	4	3	2	1	4	1
"769"	1	2	1	1	3	1	2	2	2	4	1
"770"	3	3	3	2	2	3	2	3	2	2	1
"771"	2	2	3	3	2	3	3	2	2	3	1
"772"	1	3	3	3	3	4	4	4	4	4	1
"773"	3	3	3	2	3	3	2	3	4	2	1
"774"	1	1	1	3	1	3	1	1	3	1	1
"775"	1	2	1	2	1	1	1	1	2	1	1
"776"	4	4	4	4	3	4	4	4	4	3	1
"777"	1	1	1	1	1	2	1	1	1	2	1
"778"	2	2	1	2	1	3	1	2	1	2	1
"779"	2	2	1	2	2	3	2	2	1	2	1
"780"	1	1	2	1	1	2	1	1	1	2	1
"781"	2	1	1	1	1	2	1	1	2	2	1
"782"	1	1	1	1	1	4	3	2	1	3	1
"783"	1	1	1	1	1	2	1	1	2	2	1
"784"	2	3	2	2	3	4	3	2	1	4	1
"785"	1	3	3	1	2	4	3	3	2	3	1
"786"	2	2	2	2	1	3	1	1	1	3	1
"787"	1	2	1	1	1	3	2	1	1	1	1
"788"	4	2	2	2	3	4	3	2	2	1	1
"789"	2	2	2	2	3	4	2	2	4	4	1
"790"	3	1	2	2	1	3	2	2	2	2	1
"791"	2	2	3	3	4	3	4	4	4	3	1
"792"	2	3	2	1	1	2	3	2	1	1	1
"793"	2	2	3	3	4	4	2	4	4	4	1
"794"	2	2	1	1	1	3	2	1	1	2	1
"795"	1	1	1	1	1	1	1	1	1	1	1
"796"	3	3	4	3	3	4	2	2	3	3	1
"797"	3	4	4	4	1	2	1	4	2	4	1
"798"	3	1	2	1	2	4	3	4	4	3	1
"799"	3	2	2	2	2	3	2	2	1	3	1
"800"	3	2	3	1	4	4	2	3	4	4	1
"801"	1	2	2	1	2	2	2	1	2	3	1
"802"	3	3	3	3	3	3	3	3	3	1	1
"803"	4	4	4	4	4	4	1	2	3	2	1
"804"	1	2	1	2	2	3	1	1	2	3	1
"805"	2	1	1	1	3	4	2	1	2	4	1
"806"	1	1	1	2	1	3	1	1	1	3	1
"807"	1	1	1	1	2	4	4	3	4	1	1
"808"	3	3	3	3	3	4	1	1	4	4	1
"809"	3	3	3	2	4	4	3	4	4	4	1
"810"	1	2	3	3	2	2	3	2	3	4	1
"811"	4	4	4	4	4	4	4	4	4	4	1
"812"	1	2	1	1	1	1	1	1	1	1	1
"813"	2	3	2	3	1	4	3	2	4	2	1
"814"	1	1	1	1	2	3	1	2	3	1	1
"815"	2	1	2	1	1	3	1	1	1	1	1
"816"	2	2	3	3	2	3	3	3	2	4	1
"817"	3	3	3	3	2	3	1	2	3	1	1
"818"	2	2	2	2	2	3	3	1	2	4	1
"819"	3	4	4	3	4	4	4	4	4	4	1
"820"	3	4	4	4	1	2	4	4	4	4	1
"821"	2	2	2	2	2	3	2	2	2	4	1
"822"	3	2	3	1	4	4	4	4	4	4	1
"823"	1	1	1	1	1	1	1	1	1	1	1
"824"	3	3	2	1	1	2	3	2	3	4	1
"825"	2	3	4	1	2	4	2	3	1	2	1
"826"	3	3	4	3	4	4	4	4	4	4	1
"827"	2	3	2	4	4	4	4	4	4	3	1
"828"	1	1	1	1	1	2	1	1	1	1	1
"829"	2	2	2	1	2	2	1	2	1	3	1
"830"	2	3	2	2	4	3	3	3	3	4	1
"831"	1	1	1	1	1	2	1	1	1	2	1
"832"	3	2	2	2	4	4	3	3	3	2	1
"833"	2	3	4	3	3	4	4	4	4	4	1
"834"	2	1	1	1	1	2	1	1	1	2	1
"835"	2	2	2	2	1	4	1	2	2	4	1
"836"	4	4	3	2	2	3	4	3	4	3	1
"837"	1	2	1	1	2	2	1	1	2	1	1
"838"	3	2	4	2	4	4	3	2	3	4	1
"839"	3	4	2	1	3	4	3	1	4	3	1
"840"	3	4	4	4	3	4	4	4	4	3	1
"841"	3	3	3	3	3	4	2	3	2	4	1
"842"	2	2	3	2	2	3	3	3	2	3	1
"843"	1	1	1	1	1	3	3	1	3	1	1
"844"	4	3	2	1	1	4	1	1	1	4	1
"845"	2	2	2	1	3	3	4	3	3	2	1
"846"	2	3	3	2	1	3	3	4	3	3	1
"847"	3	3	4	1	2	4	3	2	2	3	1
"848"	3	4	4	4	3	4	2	2	4	4	1
"849"	1	3	2	2	1	1	1	1	1	2	1
"850"	3	4	4	2	3	3	2	2	3	4	1
"851"	1	1	3	3	2	4	1	1	2	4	1
"852"	1	4	3	1	1	3	4	1	2	4	1
"853"	4	2	3	3	3	4	1	4	1	4	1
"854"	3	2	4	2	1	4	2	3	3	4	1
"855"	3	3	4	1	3	3	3	3	3	2	1
"856"	3	1	1	1	2	4	3	3	3	3	1
"857"	3	3	2	3	2	3	2	2	2	2	1
"858"	1	4	1	1	4	4	1	4	4	4	1
"859"	4	4	4	4	1	4	1	1	2	1	1
"860"	4	2	2	1	1	4	2	2	2	3	1
"861"	2	3	2	1	3	3	2	2	1	3	1
"862"	2	3	2	2	1	3	2	2	4	3	1
"863"	3	3	2	2	3	2	3	3	4	3	1
"864"	4	3	4	4	4	4	3	4	4	4	1
"865"	2	2	2	2	1	1	1	1	1	2	1
"866"	1	2	1	1	3	4	3	3	2	4	1
"867"	3	2	2	3	4	4	3	3	1	2	1
"868"	3	3	2	3	1	2	1	2	1	1	1
"869"	2	2	2	1	3	3	2	4	2	4	1
"870"	3	2	2	1	1	3	2	4	4	3	1
"871"	3	4	4	3	4	4	3	3	4	3	1
"872"	1	1	1	1	3	3	3	3	3	2	1
"873"	2	2	2	2	2	2	2	2	3	2	1
"874"	1	1	1	1	1	2	1	1	3	1	1
"875"	4	3	4	1	1	4	1	1	2	4	1
"876"	1	1	1	1	1	1	1	1	1	1	1
"877"	2	3	2	2	1	2	3	2	3	1	1
"878"	1	2	2	1	2	3	1	1	4	2	1
"879"	1	1	1	1	2	3	1	1	1	2	1
"880"	1	1	1	2	1	4	1	1	1	3	1
"881"	4	4	4	3	4	3	4	3	4	2	1
"882"	3	3	4	2	4	4	4	4	4	4	1
"883"	2	3	2	1	2	2	2	2	2	3	1
"884"	3	3	2	1	2	3	2	3	4	3	1
"885"	1	1	1	1	2	3	3	3	3	1	1
"886"	4	4	4	1	4	4	4	4	1	4	1
"887"	3	2	2	3	2	4	3	4	4	4	1
"888"	1	1	1	3	1	3	2	2	4	4	1
"889"	2	1	2	1	2	3	2	1	1	1	1
"890"	2	1	1	2	4	4	4	4	3	2	1
"891"	3	2	2	2	1	3	2	1	1	3	1
"892"	4	3	2	3	3	4	2	3	2	3	1
"893"	2	2	2	1	3	2	1	3	1	4	1
"894"	4	4	4	2	4	4	4	4	4	4	1
"895"	4	4	4	4	4	4	4	4	4	4	1
"896"	1	2	1	2	1	4	1	1	1	2	1
"897"	4	4	3	3	4	2	3	4	4	4	1
"898"	1	1	1	1	1	4	1	1	1	4	1
"899"	2	2	3	2	1	4	2	2	4	3	1
"900"	1	2	2	2	2	3	2	3	4	4	1
"901"	1	2	2	1	2	2	2	1	2	1	1
"902"	3	1	1	1	1	4	2	1	2	2	1
"903"	2	3	4	2	4	2	3	4	2	1	1
"904"	2	3	2	1	1	4	1	1	1	4	1
"905"	2	1	1	3	1	2	1	1	1	3	1
"906"	3	4	2	2	4	3	3	4	2	1	1
"907"	1	1	2	1	1	3	2	1	4	1	1
"908"	1	1	1	1	1	2	1	1	1	1	1
"909"	3	2	3	1	4	4	3	4	3	4	1
"910"	4	3	2	2	2	4	3	4	4	4	1
"911"	3	3	3	3	3	4	3	2	3	4	1
"912"	1	2	2	2	1	1	1	1	1	1	1
"913"	4	4	4	2	3	4	3	4	4	4	1
"914"	4	4	4	4	4	4	4	4	4	4	1
"915"	2	2	2	3	3	4	3	2	4	2	1
"916"	2	1	1	2	1	2	1	1	1	3	1
"917"	2	1	1	1	1	2	1	1	2	2	1
"918"	2	2	2	2	2	3	3	2	1	3	1
"919"	2	2	3	2	1	2	2	2	3	3	1
"920"	4	1	1	1	1	1	1	1	1	1	1
"921"	4	4	4	4	4	4	4	4	4	1	1
"922"	1	1	2	2	1	4	1	2	4	1	1
"923"	1	1	1	1	1	2	1	1	2	2	1
"924"	1	2	1	1	2	2	1	1	1	2	1
"925"	3	3	2	1	2	4	2	3	1	3	1
"926"	4	4	4	4	4	4	3	4	4	4	1
"927"	4	3	4	3	2	4	3	3	4	4	1
"928"	4	4	3	4	4	4	4	4	4	1	1
"929"	1	1	1	1	1	1	1	1	1	1	1
"930"	2	2	2	1	2	4	2	3	4	4	1
"931"	2	1	4	4	4	4	4	4	4	1	1
"932"	3	1	2	1	1	3	2	1	1	3	1
"933"	1	1	1	1	1	3	1	1	1	1	1
"934"	3	3	4	3	4	4	3	3	4	4	1
"935"	3	3	2	1	3	3	3	4	4	4	1
"936"	4	4	4	4	4	4	4	4	4	4	1
"937"	1	1	2	1	2	3	2	1	1	1	1
"938"	3	2	3	2	3	3	3	2	3	3	1
"939"	4	2	4	4	3	4	4	2	4	3	1
"940"	2	2	2	1	1	2	1	1	2	2	1
"941"	4	3	3	2	3	4	3	3	3	4	1
"942"	4	4	4	4	4	4	3	4	4	1	1
"943"	3	4	2	1	1	2	1	2	2	3	1
"944"	1	1	1	1	3	2	2	1	2	1	1
"945"	3	3	4	3	4	3	2	2	3	1	1
"946"	2	1	1	1	1	3	1	1	1	1	1
"947"	2	1	2	2	2	4	2	2	1	4	1
"948"	3	2	3	3	2	4	2	2	2	3	1
"949"	1	2	2	2	2	2	2	2	3	2	1
"950"	4	4	4	2	4	4	4	4	4	3	1
"951"	1	3	2	1	2	3	2	2	4	4	1
"952"	4	4	4	4	4	4	4	4	4	4	1
"953"	4	3	3	2	2	3	2	2	3	3	1
"954"	3	2	3	1	3	4	3	4	2	4	1
"955"	1	1	1	1	1	1	1	1	1	1	1
"956"	4	2	4	4	2	1	3	1	2	4	1
"957"	4	4	4	3	3	3	2	1	2	4	1
"958"	1	1	1	1	1	2	1	2	2	1	1
"959"	2	2	3	4	3	4	3	1	1	4	1
"960"	2	4	3	2	4	4	3	3	4	4	1
"961"	2	2	4	1	3	4	3	3	4	2	1
"962"	1	2	2	3	3	4	3	2	2	1	1
"963"	2	3	2	2	3	3	2	2	2	2	1
"964"	4	4	4	3	4	4	4	3	4	1	1
"965"	2	3	4	3	3	2	3	3	2	1	1
"966"	3	4	4	4	4	4	4	4	4	4	1
"967"	2	2	3	2	1	2	2	2	1	2	1
"968"	2	2	2	2	1	2	1	1	2	2	1
"969"	3	3	3	3	2	2	3	2	2	3	1
"970"	1	2	1	1	1	2	1	1	1	1	1
"971"	2	1	2	1	2	3	1	2	1	4	1
"972"	4	2	4	4	4	4	3	4	2	4	1
"973"	3	2	2	1	2	4	1	2	3	3	1
"974"	2	1	1	1	1	4	2	2	1	4	1
"975"	1	3	1	1	1	2	1	1	3	1	1
"976"	2	3	3	3	3	3	3	3	3	2	1
"977"	1	2	3	3	3	3	2	3	3	4	1
"978"	1	2	1	1	1	1	1	1	1	1	1
"979"	3	1	1	1	2	4	1	1	2	1	1
"980"	1	1	1	1	4	4	2	4	4	4	1
"981"	4	4	4	4	4	4	4	4	1	3	1
"982"	4	3	2	2	1	4	3	2	3	4	1
"983"	1	1	1	1	1	1	1	1	1	1	1
"984"	1	1	1	1	1	1	1	1	1	1	1
"985"	3	3	3	2	4	4	4	4	4	3	1
"986"	2	1	1	1	1	3	1	1	1	1	1
"987"	1	1	2	1	2	4	2	1	3	4	1
"988"	1	1	1	1	1	2	1	1	1	2	1
"989"	4	4	3	2	4	3	3	2	2	3	1
"990"	4	4	4	2	2	4	3	4	4	4	1
"991"	2	4	4	3	4	4	4	4	4	1	1
"992"	1	1	1	1	1	4	1	1	2	4	1
"993"	1	2	1	2	2	3	2	2	1	2	1
"994"	2	2	2	1	1	2	2	2	3	1	1
"995"	2	2	2	2	3	3	2	2	4	2	1
"996"	2	1	2	1	2	3	2	2	1	1	1
"997"	2	2	4	4	3	3	2	3	4	3	1
"998"	1	1	1	1	1	4	1	1	4	1	1
"999"	1	2	1	1	2	1	1	1	1	1	1
"1000"	2	1	1	1	1	2	1	1	2	2	1
"1001"	2	2	2	3	2	4	3	2	4	2	1
"1002"	2	2	2	1	1	2	2	1	1	1	1
"1003"	1	1	1	2	1	2	1	1	2	2	1
"1004"	1	2	2	3	1	4	1	1	1	1	1
"1005"	2	1	1	1	1	3	1	1	1	1	1
"1006"	2	3	4	4	4	3	2	4	4	4	1
"1007"	2	2	2	2	1	2	1	2	3	2	1
"1008"	2	2	2	2	2	3	2	3	3	2	1
"1009"	2	3	3	2	4	3	3	3	4	3	1
"1010"	1	1	1	1	1	2	1	1	1	4	1
"1011"	2	1	1	1	2	3	1	2	3	3	1
"1012"	1	1	1	1	1	2	2	2	2	1	1
"1013"	1	1	1	1	2	3	2	1	3	4	1
"1014"	2	1	3	3	3	4	1	1	1	4	1
"1015"	1	2	3	2	3	3	2	3	4	2	1
"1016"	4	4	4	4	4	4	4	4	4	4	1
"1017"	2	3	2	2	2	3	3	2	1	2	1
"1018"	3	1	2	3	3	3	3	3	3	4	1
"1019"	4	4	3	1	3	4	1	2	1	2	1
"1020"	2	3	3	3	1	3	2	2	3	2	1
"1021"	2	2	3	3	2	3	1	2	1	1	1
"1022"	2	4	4	4	3	2	2	2	2	1	1
"1023"	1	1	1	4	3	4	2	4	1	1	1
"1024"	4	4	3	1	3	4	2	4	4	4	1
"1025"	2	3	2	1	2	4	4	4	4	4	1
"1026"	2	4	4	4	4	4	4	4	4	3	1
"1027"	1	2	3	1	2	4	4	3	4	1	1
"1028"	3	2	2	1	3	1	2	3	4	3	1
"1029"	2	1	2	1	2	2	3	2	3	4	1
"1030"	2	1	1	1	2	4	3	3	2	4	1
"1031"	4	4	4	4	4	4	4	4	2	4	1
"1032"	3	3	2	1	2	3	3	2	4	4	1
"1033"	3	2	3	2	1	2	3	3	3	3	1
"1034"	3	2	2	3	4	3	3	2	3	4	1
"1035"	4	4	4	2	4	4	3	3	4	4	1
"1036"	2	2	2	1	1	4	1	1	2	4	1
"1037"	4	4	4	2	3	4	3	3	4	4	1
"1038"	3	2	2	3	2	4	2	2	2	3	1
"1039"	2	1	2	2	2	1	1	1	1	4	1
"1040"	4	1	4	4	4	4	1	4	1	2	1
"1041"	4	4	4	4	4	4	4	4	4	4	1
"1042"	2	1	1	1	3	4	2	2	3	1	1
"1043"	3	2	1	1	1	3	2	1	1	3	1
"1044"	2	2	2	2	2	4	1	2	3	1	1
"1045"	1	1	1	1	2	4	1	1	1	2	1
"1046"	1	1	1	1	1	4	1	1	1	1	1
"1047"	4	4	3	1	3	1	1	4	4	2	1
"1048"	1	1	1	1	1	3	2	2	2	1	1
"1049"	4	3	4	2	1	4	3	1	1	2	1
"1050"	4	4	4	4	4	4	4	4	4	4	1
"1051"	4	4	4	3	3	4	4	4	4	4	1
"1052"	4	4	4	3	3	4	3	3	2	3	1
"1053"	2	2	4	4	4	4	4	3	4	4	1
"1054"	1	2	2	1	1	4	1	1	4	3	1
"1055"	3	2	2	2	3	4	3	2	4	4	1
"1056"	1	1	1	1	1	1	1	1	1	1	1
"1057"	3	3	3	1	1	2	2	4	3	3	1
"1058"	3	2	2	3	4	3	4	3	1	4	1
"1059"	4	4	4	1	4	4	2	2	3	4	1
"1060"	2	1	2	1	2	3	3	2	3	3	1
"1061"	2	2	1	1	1	2	1	2	1	3	1
"1062"	4	2	2	2	4	4	4	3	4	3	1
"1063"	3	3	4	4	4	4	4	4	2	4	1
"1064"	4	4	4	3	2	4	2	2	2	1	1
"1065"	1	1	1	1	1	2	1	1	1	1	1
"1066"	3	3	2	2	2	4	4	3	4	4	1
